Date,Zip Code,Pickup Location,Number of Trips Booked
2024/10/22,700088,Brace Bridge,8
2024/10/22,700095,Golf Green,9
2024/10/22,700099,Kalikapur,6
2024/10/22,700107,E.K.T,9
2024/10/22,700141,Daulatpur,14
2024/10/22,700008,Barisha,9
2024/10/22,700010,Beleghata,22
2024/10/22,700012,Bowbazar,24
2024/10/22,700015,Entally,28
2024/10/22,700017,Kidderpore,15
2024/10/22,700018,Bartala,17
2024/10/22,700021,Fort William,20
2024/10/22,700024,Garden Reach,6
2024/10/22,700072,Hindustan Building,20
2024/10/22,700135,Rajarhat,19
2024/10/22,700136,New Town,25
2024/10/22,700023,Khiddirpore,15
2024/10/22,700091,Salt Lake Sector I,25
2024/10/22,700098,Bidhan Nagar,18
2024/10/22,700105,Kankurgachi,6
2024/10/22,700106,Phool Bagan,8
2024/10/22,700108,Shyambazar,27
2024/10/22,700109,Bagbazar,12
2024/10/23,700001,B.B.D. Bagh,28
2024/10/23,700007,Esplanade,25
2024/10/23,700013,Chittaranjan Avenue,26
2024/10/23,700014,Bhowanipore,12
2024/10/23,700016,Park Street,32
2024/10/23,700019,Ballygunge,17
2024/10/23,700020,A.J.C. Bose Road,20
2024/10/23,700022,Hastings,9
2024/10/23,700025,Bhawanipore,13
2024/10/23,700026,Kalighat,13
2024/10/23,700027,Alipore,10
2024/10/23,700029,Dover Lane,9
2024/10/23,700031,Dhakuria,11
2024/10/23,700032,Bijoygarh,13
2024/10/23,700033,Indrani Park,12
2024/10/23,700034,Behala,14
2024/10/23,700042,Kasba,17
2024/10/23,700044,Badartala,13
2024/10/23,700046,Abinash Chaowdhury Lane,6
2024/10/23,700047,Ganguly Bagan,16
2024/10/23,700053,Kalabagan,9
2024/10/23,700054,Bengal Chemical,13
2024/10/23,700061,Jairampur,12
2024/10/23,700066,Bidhangarh,11
2024/10/23,700068,Jodhpur Park,5
2024/10/23,700069,Great Eastern Hotel,26
2024/10/23,700073,Colootola,14
2024/10/23,700075,Garfa,14
2024/10/23,700078,Haltu,9
2024/10/23,700082,Haridevpur,8
2024/10/23,700085,K.G. Bose Sarani,16
2024/10/23,700086,Baghajatin,12
2024/10/23,700088,Brace Bridge,14
2024/10/23,700095,Golf Green,6
2024/10/23,700099,Kalikapur,12
2024/10/23,700107,E.K.T,17
2024/10/23,700141,Daulatpur,9
2024/10/23,700008,Barisha,7
2024/10/23,700010,Beleghata,14
2024/10/23,700012,Bowbazar,22
2024/10/23,700015,Entally,17
2024/10/23,700017,Kidderpore,14
2024/10/23,700018,Bartala,19
2024/10/23,700021,Fort William,25
2024/10/23,700024,Garden Reach,14
2024/10/23,700072,Hindustan Building,26
2024/10/23,700135,Rajarhat,24
2024/10/23,700136,New Town,18
2024/10/23,700023,Khiddirpore,16
2024/10/23,700091,Salt Lake Sector I,14
2024/10/23,700098,Bidhan Nagar,19
2024/10/23,700105,Kankurgachi,12
2024/10/23,700106,Phool Bagan,12
2024/10/23,700108,Shyambazar,21
2024/10/23,700109,Bagbazar,17
2024/10/24,700001,B.B.D. Bagh,21
2024/10/24,700007,Esplanade,27
2024/10/24,700013,Chittaranjan Avenue,27
2024/10/24,700014,Bhowanipore,11
2024/10/24,700016,Park Street,20
2024/10/24,700019,Ballygunge,9
2024/10/24,700020,A.J.C. Bose Road,25
2024/10/24,700022,Hastings,12
2024/10/24,700025,Bhawanipore,8
2024/10/24,700026,Kalighat,25
2024/10/24,700027,Alipore,9
2024/10/24,700029,Dover Lane,8
2024/10/24,700031,Dhakuria,15
2024/10/24,700032,Bijoygarh,11
2024/10/24,700033,Indrani Park,10
2024/10/24,700034,Behala,12
2024/10/24,700042,Kasba,6
2024/10/24,700044,Badartala,12
2024/10/24,700046,Abinash Chaowdhury Lane,14
2024/10/24,700047,Ganguly Bagan,10
2024/10/24,700053,Kalabagan,16
2024/10/24,700054,Bengal Chemical,16
2024/10/24,700061,Jairampur,9
2024/10/24,700066,Bidhangarh,11
2024/10/24,700068,Jodhpur Park,16
2024/10/24,700069,Great Eastern Hotel,27
2024/10/24,700073,Colootola,19
2024/10/24,700075,Garfa,11
2024/10/24,700078,Haltu,8
2024/10/24,700082,Haridevpur,10
2024/10/24,700085,K.G. Bose Sarani,13
2024/10/24,700086,Baghajatin,8
2024/10/24,700088,Brace Bridge,8
2024/10/24,700095,Golf Green,11
2024/10/24,700099,Kalikapur,10
2024/10/24,700107,E.K.T,12
2024/10/24,700141,Daulatpur,17
2024/10/24,700008,Barisha,17
2024/10/24,700010,Beleghata,18
2024/10/24,700012,Bowbazar,21
2024/10/24,700015,Entally,24
2024/10/24,700017,Kidderpore,12
2024/10/24,700018,Bartala,16
2024/10/24,700021,Fort William,22
2024/10/24,700024,Garden Reach,13
2024/10/24,700072,Hindustan Building,21
2024/10/24,700135,Rajarhat,15
2024/10/24,700136,New Town,18
2024/10/24,700023,Khiddirpore,10
2024/10/24,700091,Salt Lake Sector I,15
2024/10/24,700098,Bidhan Nagar,25
2024/10/24,700105,Kankurgachi,5
2024/10/24,700106,Phool Bagan,14
2024/10/24,700108,Shyambazar,24
2024/10/24,700109,Bagbazar,12
2024/10/25,700001,B.B.D. Bagh,32
2024/10/25,700007,Esplanade,29
2024/10/25,700013,Chittaranjan Avenue,27
2024/10/25,700014,Bhowanipore,12
2024/10/25,700016,Park Street,30
2024/10/25,700019,Ballygunge,9
2024/10/25,700020,A.J.C. Bose Road,24
2024/10/25,700022,Hastings,15
2024/10/25,700025,Bhawanipore,7
2024/10/25,700026,Kalighat,18
2024/10/25,700027,Alipore,8
2024/10/25,700029,Dover Lane,10
2024/10/25,700031,Dhakuria,11
2024/10/25,700032,Bijoygarh,12
2024/10/25,700033,Indrani Park,18
2024/10/25,700034,Behala,15
2024/10/25,700042,Kasba,6
2024/10/25,700044,Badartala,14
2024/10/25,700046,Abinash Chaowdhury Lane,13
2024/10/25,700047,Ganguly Bagan,18
2024/10/25,700053,Kalabagan,8
2024/10/25,700054,Bengal Chemical,21
2024/10/25,700061,Jairampur,14
2024/10/25,700066,Bidhangarh,6
2024/10/25,700068,Jodhpur Park,16
2024/10/25,700069,Great Eastern Hotel,30
2024/10/25,700073,Colootola,23
2024/10/25,700075,Garfa,14
2024/10/25,700078,Haltu,14
2024/10/25,700082,Haridevpur,13
2024/10/25,700085,K.G. Bose Sarani,10
2024/10/25,700086,Baghajatin,10
2024/10/25,700088,Brace Bridge,9
2024/10/25,700095,Golf Green,13
2024/10/25,700099,Kalikapur,15
2024/10/25,700107,E.K.T,10
2024/10/25,700141,Daulatpur,12
2024/10/25,700008,Barisha,7
2024/10/25,700010,Beleghata,22
2024/10/25,700012,Bowbazar,21
2024/10/25,700015,Entally,18
2024/10/25,700017,Kidderpore,14
2024/10/25,700018,Bartala,15
2024/10/25,700021,Fort William,15
2024/10/25,700024,Garden Reach,7
2024/10/25,700072,Hindustan Building,26
2024/10/25,700135,Rajarhat,23
2024/10/25,700136,New Town,16
2024/10/25,700023,Khiddirpore,10
2024/10/25,700091,Salt Lake Sector I,19
2024/10/25,700098,Bidhan Nagar,23
2024/10/25,700105,Kankurgachi,11
2024/10/25,700106,Phool Bagan,13
2024/10/25,700108,Shyambazar,23
2024/10/25,700109,Bagbazar,11
2024/10/26,700001,B.B.D. Bagh,22
2024/10/26,700007,Esplanade,22
2024/10/26,700013,Chittaranjan Avenue,21
2024/10/26,700014,Bhowanipore,5
2024/10/26,700016,Park Street,18
2024/10/26,700019,Ballygunge,4
2024/10/26,700020,A.J.C. Bose Road,19
2024/10/26,700022,Hastings,9
2024/10/26,700025,Bhawanipore,17
2024/10/26,700026,Kalighat,22
2024/10/26,700027,Alipore,4
2024/10/26,700029,Dover Lane,15
2024/10/26,700031,Dhakuria,14
2024/10/26,700032,Bijoygarh,10
2024/10/26,700033,Indrani Park,10
2024/10/26,700034,Behala,6
2024/10/26,700042,Kasba,12
2024/10/26,700044,Badartala,8
2024/10/26,700046,Abinash Chaowdhury Lane,9
2024/10/26,700047,Ganguly Bagan,6
2024/10/26,700053,Kalabagan,3
2024/10/26,700054,Bengal Chemical,10
2024/10/26,700061,Jairampur,7
2024/10/26,700066,Bidhangarh,6
2024/10/26,700068,Jodhpur Park,12
2024/10/26,700069,Great Eastern Hotel,27
2024/10/26,700073,Colootola,16
2024/10/26,700075,Garfa,5
2024/10/26,700078,Haltu,14
2024/10/26,700082,Haridevpur,6
2024/10/26,700085,K.G. Bose Sarani,9
2024/10/26,700086,Baghajatin,10
2024/10/26,700088,Brace Bridge,12
2024/10/26,700095,Golf Green,11
2024/10/26,700099,Kalikapur,10
2024/10/26,700107,E.K.T,8
2024/10/26,700141,Daulatpur,10
2024/10/26,700008,Barisha,7
2024/10/26,700010,Beleghata,14
2024/10/26,700012,Bowbazar,27
2024/10/26,700015,Entally,17
2024/10/26,700017,Kidderpore,8
2024/10/26,700018,Bartala,12
2024/10/26,700021,Fort William,11
2024/10/26,700024,Garden Reach,13
2024/10/26,700072,Hindustan Building,14
2024/10/26,700135,Rajarhat,19
2024/10/26,700136,New Town,16
2024/10/26,700023,Khiddirpore,5
2024/10/26,700091,Salt Lake Sector I,13
2024/10/26,700098,Bidhan Nagar,16
2024/10/26,700105,Kankurgachi,8
2024/10/26,700106,Phool Bagan,10
2024/10/26,700108,Shyambazar,24
2024/10/26,700109,Bagbazar,7
2024/10/27,700001,B.B.D. Bagh,15
2024/10/27,700007,Esplanade,16
2024/10/27,700013,Chittaranjan Avenue,14
2024/10/27,700014,Bhowanipore,11
2024/10/27,700016,Park Street,23
2024/10/27,700019,Ballygunge,7
2024/10/27,700020,A.J.C. Bose Road,21
2024/10/27,700022,Hastings,2
2024/10/27,700025,Bhawanipore,5
2024/10/27,700026,Kalighat,9
2024/10/27,700027,Alipore,9
2024/10/27,700029,Dover Lane,13
2024/10/27,700031,Dhakuria,6
2024/10/27,700032,Bijoygarh,5
2024/10/27,700033,Indrani Park,9
2024/10/27,700034,Behala,7
2024/10/27,700042,Kasba,10
2024/10/27,700044,Badartala,7
2024/10/27,700046,Abinash Chaowdhury Lane,11
2024/10/27,700047,Ganguly Bagan,7
2024/10/27,700053,Kalabagan,7
2024/10/27,700054,Bengal Chemical,14
2024/10/27,700061,Jairampur,10
2024/10/27,700066,Bidhangarh,7
2024/10/27,700068,Jodhpur Park,6
2024/10/27,700069,Great Eastern Hotel,16
2024/10/27,700073,Colootola,16
2024/10/27,700075,Garfa,12
2024/10/27,700078,Haltu,16
2024/10/27,700082,Haridevpur,6
2024/10/27,700085,K.G. Bose Sarani,7
2024/10/27,700086,Baghajatin,9
2024/10/27,700088,Brace Bridge,9
2024/10/27,700095,Golf Green,10
2024/10/27,700099,Kalikapur,6
2024/10/27,700107,E.K.T,7
2024/10/27,700141,Daulatpur,7
2024/10/27,700008,Barisha,8
2024/10/27,700010,Beleghata,14
2024/10/27,700012,Bowbazar,22
2024/10/27,700015,Entally,12
2024/10/27,700017,Kidderpore,15
2024/10/27,700018,Bartala,6
2024/10/27,700021,Fort William,20
2024/10/27,700024,Garden Reach,6
2024/10/27,700072,Hindustan Building,15
2024/10/27,700135,Rajarhat,15
2024/10/27,700136,New Town,10
2024/10/27,700023,Khiddirpore,4
2024/10/27,700091,Salt Lake Sector I,12
2024/10/27,700098,Bidhan Nagar,14
2024/10/27,700105,Kankurgachi,8
2024/10/27,700106,Phool Bagan,8
2024/10/27,700108,Shyambazar,17
2024/10/27,700109,Bagbazar,4
2024/10/28,700001,B.B.D. Bagh,26
2024/10/28,700007,Esplanade,23
2024/10/28,700013,Chittaranjan Avenue,25
2024/10/28,700014,Bhowanipore,14
2024/10/28,700016,Park Street,17
2024/10/28,700019,Ballygunge,13
2024/10/28,700020,A.J.C. Bose Road,26
2024/10/28,700022,Hastings,8
2024/10/28,700025,Bhawanipore,10
2024/10/28,700026,Kalighat,13
2024/10/28,700027,Alipore,12
2024/10/28,700029,Dover Lane,14
2024/10/28,700031,Dhakuria,20
2024/10/28,700032,Bijoygarh,13
2024/10/28,700033,Indrani Park,11
2024/10/28,700034,Behala,7
2024/10/28,700042,Kasba,5
2024/10/28,700044,Badartala,12
2024/10/28,700046,Abinash Chaowdhury Lane,8
2024/10/28,700047,Ganguly Bagan,8
2024/10/28,700053,Kalabagan,13
2024/10/28,700054,Bengal Chemical,20
2024/10/28,700061,Jairampur,12
2024/10/28,700066,Bidhangarh,10
2024/10/28,700068,Jodhpur Park,12
2024/10/28,700069,Great Eastern Hotel,17
2024/10/28,700073,Colootola,18
2024/10/28,700075,Garfa,14
2024/10/28,700078,Haltu,7
2024/10/28,700082,Haridevpur,15
2024/10/28,700085,K.G. Bose Sarani,12
2024/10/28,700086,Baghajatin,12
2024/10/28,700088,Brace Bridge,9
2024/10/28,700095,Golf Green,9
2024/10/28,700099,Kalikapur,15
2024/10/28,700107,E.K.T,9
2024/10/28,700141,Daulatpur,9
2024/10/28,700008,Barisha,13
2024/10/28,700010,Beleghata,18
2024/10/28,700012,Bowbazar,18
2024/10/28,700015,Entally,14
2024/10/28,700017,Kidderpore,10
2024/10/28,700018,Bartala,15
2024/10/28,700021,Fort William,32
2024/10/28,700024,Garden Reach,16
2024/10/28,700072,Hindustan Building,17
2024/10/28,700135,Rajarhat,16
2024/10/28,700136,New Town,18
2024/10/28,700023,Khiddirpore,14
2024/10/28,700091,Salt Lake Sector I,15
2024/10/28,700098,Bidhan Nagar,15
2024/10/28,700105,Kankurgachi,16
2024/10/28,700106,Phool Bagan,9
2024/10/28,700108,Shyambazar,27
2024/10/28,700109,Bagbazar,12
2024/10/29,700001,B.B.D. Bagh,18
2024/10/29,700007,Esplanade,29
2024/10/29,700013,Chittaranjan Avenue,25
2024/10/29,700014,Bhowanipore,9
2024/10/29,700016,Park Street,23
2024/10/29,700019,Ballygunge,13
2024/10/29,700020,A.J.C. Bose Road,23
2024/10/29,700022,Hastings,15
2024/10/29,700025,Bhawanipore,7
2024/10/29,700026,Kalighat,26
2024/10/29,700027,Alipore,11
2024/10/29,700029,Dover Lane,11
2024/10/29,700031,Dhakuria,10
2024/10/29,700032,Bijoygarh,9
2024/10/29,700033,Indrani Park,16
2024/10/29,700034,Behala,8
2024/10/29,700042,Kasba,18
2024/10/29,700044,Badartala,9
2024/10/29,700046,Abinash Chaowdhury Lane,9
2024/10/29,700047,Ganguly Bagan,9
2024/10/29,700053,Kalabagan,13
2024/10/29,700054,Bengal Chemical,18
2024/10/29,700061,Jairampur,13
2024/10/29,700066,Bidhangarh,18
2024/10/29,700068,Jodhpur Park,15
2024/10/29,700069,Great Eastern Hotel,20
2024/10/29,700073,Colootola,19
2024/10/29,700075,Garfa,13
2024/10/29,700078,Haltu,9
2024/10/29,700082,Haridevpur,13
2024/10/29,700085,K.G. Bose Sarani,7
2024/10/29,700086,Baghajatin,9
2024/10/29,700088,Brace Bridge,9
2024/10/29,700095,Golf Green,13
2024/10/29,700099,Kalikapur,15
2024/10/29,700107,E.K.T,12
2024/10/29,700141,Daulatpur,18
2024/10/29,700008,Barisha,10
2024/10/29,700010,Beleghata,25
2024/10/29,700012,Bowbazar,26
2024/10/29,700015,Entally,26
2024/10/29,700017,Kidderpore,14
2024/10/29,700018,Bartala,12
2024/10/29,700021,Fort William,30
2024/10/29,700024,Garden Reach,18
2024/10/29,700072,Hindustan Building,24
2024/10/29,700135,Rajarhat,18
2024/10/29,700136,New Town,17
2024/10/29,700023,Khiddirpore,13
2024/10/29,700091,Salt Lake Sector I,19
2024/10/29,700098,Bidhan Nagar,18
2024/10/29,700105,Kankurgachi,13
2024/10/29,700106,Phool Bagan,11
2024/10/29,700108,Shyambazar,36
2024/10/29,700109,Bagbazar,10
2024/10/30,700001,B.B.D. Bagh,22
2024/10/30,700007,Esplanade,14
2024/10/30,700013,Chittaranjan Avenue,22
2024/10/30,700014,Bhowanipore,17
2024/10/30,700016,Park Street,28
2024/10/30,700019,Ballygunge,15
2024/10/30,700020,A.J.C. Bose Road,33
2024/10/30,700022,Hastings,9
2024/10/30,700025,Bhawanipore,13
2024/10/30,700026,Kalighat,18
2024/10/30,700027,Alipore,8
2024/10/30,700029,Dover Lane,8
2024/10/30,700031,Dhakuria,10
2024/10/30,700032,Bijoygarh,8
2024/10/30,700033,Indrani Park,11
2024/10/30,700034,Behala,12
2024/10/30,700042,Kasba,12
2024/10/30,700044,Badartala,7
2024/10/30,700046,Abinash Chaowdhury Lane,17
2024/10/30,700047,Ganguly Bagan,9
2024/10/30,700053,Kalabagan,15
2024/10/30,700054,Bengal Chemical,18
2024/10/30,700061,Jairampur,8
2024/10/30,700066,Bidhangarh,12
2024/10/30,700068,Jodhpur Park,18
2024/10/30,700069,Great Eastern Hotel,21
2024/10/30,700073,Colootola,19
2024/10/30,700075,Garfa,12
2024/10/30,700078,Haltu,11
2024/10/30,700082,Haridevpur,7
2024/10/30,700085,K.G. Bose Sarani,10
2024/10/30,700086,Baghajatin,12
2024/10/30,700088,Brace Bridge,10
2024/10/30,700095,Golf Green,17
2024/10/30,700099,Kalikapur,16
2024/10/30,700107,E.K.T,16
2024/10/30,700141,Daulatpur,12
2024/10/30,700008,Barisha,7
2024/10/30,700010,Beleghata,14
2024/10/30,700012,Bowbazar,26
2024/10/30,700015,Entally,26
2024/10/30,700017,Kidderpore,10
2024/10/30,700018,Bartala,7
2024/10/30,700021,Fort William,27
2024/10/30,700024,Garden Reach,13
2024/10/30,700072,Hindustan Building,19
2024/10/30,700135,Rajarhat,21
2024/10/30,700136,New Town,12
2024/10/30,700023,Khiddirpore,10
2024/10/30,700091,Salt Lake Sector I,22
2024/10/30,700098,Bidhan Nagar,20
2024/10/30,700105,Kankurgachi,13
2024/10/30,700106,Phool Bagan,11
2024/10/30,700108,Shyambazar,24
2024/10/30,700109,Bagbazar,9
2024/10/31,700001,B.B.D. Bagh,25
2024/10/31,700007,Esplanade,23
2024/10/31,700013,Chittaranjan Avenue,24
2024/10/31,700014,Bhowanipore,9
2024/10/31,700016,Park Street,21
2024/10/31,700019,Ballygunge,5
2024/10/31,700020,A.J.C. Bose Road,31
2024/10/31,700022,Hastings,9
2024/10/31,700025,Bhawanipore,14
2024/10/31,700026,Kalighat,20
2024/10/31,700027,Alipore,10
2024/10/31,700029,Dover Lane,14
2024/10/31,700031,Dhakuria,18
2024/10/31,700032,Bijoygarh,19
2024/10/31,700033,Indrani Park,12
2024/10/31,700034,Behala,10
2024/10/31,700042,Kasba,10
2024/10/31,700044,Badartala,9
2024/10/31,700046,Abinash Chaowdhury Lane,16
2024/10/31,700047,Ganguly Bagan,6
2024/10/31,700053,Kalabagan,12
2024/10/31,700054,Bengal Chemical,12
2024/10/31,700061,Jairampur,11
2024/10/31,700066,Bidhangarh,11
2024/10/31,700068,Jodhpur Park,12
2024/10/31,700069,Great Eastern Hotel,16
2024/10/31,700073,Colootola,29
2024/10/31,700075,Garfa,16
2024/10/31,700078,Haltu,16
2024/10/31,700082,Haridevpur,8
2024/10/31,700085,K.G. Bose Sarani,12
2024/10/31,700086,Baghajatin,11
2024/10/31,700088,Brace Bridge,6
2024/10/31,700095,Golf Green,13
2024/10/31,700099,Kalikapur,9
2024/10/31,700107,E.K.T,15
2024/10/31,700141,Daulatpur,7
2024/10/31,700008,Barisha,17
2024/10/31,700010,Beleghata,20
2024/10/31,700012,Bowbazar,21
2024/10/31,700015,Entally,28
2024/10/31,700017,Kidderpore,10
2024/10/31,700018,Bartala,12
2024/10/31,700021,Fort William,24
2024/10/31,700024,Garden Reach,7
2024/10/31,700072,Hindustan Building,27
2024/10/31,700135,Rajarhat,23
2024/10/31,700136,New Town,16
2024/10/31,700023,Khiddirpore,13
2024/10/31,700091,Salt Lake Sector I,26
2024/10/31,700098,Bidhan Nagar,27
2024/10/31,700105,Kankurgachi,13
2024/10/31,700106,Phool Bagan,14
2024/10/31,700108,Shyambazar,23
2024/10/31,700109,Bagbazar,7
2024/11/01,700001,B.B.D. Bagh,20
2024/11/01,700007,Esplanade,21
2024/11/01,700013,Chittaranjan Avenue,22
2024/11/01,700014,Bhowanipore,11
2024/11/01,700016,Park Street,22
2024/11/01,700019,Ballygunge,9
2024/11/01,700020,A.J.C. Bose Road,16
2024/11/01,700022,Hastings,8
2024/11/01,700025,Bhawanipore,12
2024/11/01,700026,Kalighat,22
2024/11/01,700027,Alipore,16
2024/11/01,700029,Dover Lane,11
2024/11/01,700031,Dhakuria,8
2024/11/01,700032,Bijoygarh,17
2024/11/01,700033,Indrani Park,11
2024/11/01,700034,Behala,7
2024/11/01,700042,Kasba,12
2024/11/01,700044,Badartala,8
2024/11/01,700046,Abinash Chaowdhury Lane,12
2024/11/01,700047,Ganguly Bagan,13
2024/11/01,700053,Kalabagan,12
2024/11/01,700054,Bengal Chemical,24
2024/11/01,700061,Jairampur,10
2024/11/01,700066,Bidhangarh,11
2024/11/01,700068,Jodhpur Park,10
2024/11/01,700069,Great Eastern Hotel,27
2024/11/01,700073,Colootola,32
2024/11/01,700075,Garfa,14
2024/11/01,700078,Haltu,12
2024/11/01,700082,Haridevpur,8
2024/11/01,700085,K.G. Bose Sarani,9
2024/11/01,700086,Baghajatin,12
2024/11/01,700088,Brace Bridge,12
2024/11/01,700095,Golf Green,10
2024/11/01,700099,Kalikapur,13
2024/11/01,700107,E.K.T,6
2024/11/01,700141,Daulatpur,14
2024/11/01,700008,Barisha,13
2024/11/01,700010,Beleghata,14
2024/11/01,700012,Bowbazar,19
2024/11/01,700015,Entally,19
2024/11/01,700017,Kidderpore,8
2024/11/01,700018,Bartala,11
2024/11/01,700021,Fort William,23
2024/11/01,700024,Garden Reach,13
2024/11/01,700072,Hindustan Building,21
2024/11/01,700135,Rajarhat,22
2024/11/01,700136,New Town,10
2024/11/01,700023,Khiddirpore,10
2024/11/01,700091,Salt Lake Sector I,17
2024/11/01,700098,Bidhan Nagar,15
2024/11/01,700105,Kankurgachi,14
2024/11/01,700106,Phool Bagan,16
2024/11/01,700108,Shyambazar,29
2024/11/01,700109,Bagbazar,12
2024/11/02,700001,B.B.D. Bagh,23
2024/11/02,700007,Esplanade,27
2024/11/02,700013,Chittaranjan Avenue,16
2024/11/02,700014,Bhowanipore,5
2024/11/02,700016,Park Street,20
2024/11/02,700019,Ballygunge,8
2024/11/02,700020,A.J.C. Bose Road,21
2024/11/02,700022,Hastings,13
2024/11/02,700025,Bhawanipore,10
2024/11/02,700026,Kalighat,14
2024/11/02,700027,Alipore,5
2024/11/02,700029,Dover Lane,12
2024/11/02,700031,Dhakuria,13
2024/11/02,700032,Bijoygarh,9
2024/11/02,700033,Indrani Park,14
2024/11/02,700034,Behala,6
2024/11/02,700042,Kasba,14
2024/11/02,700044,Badartala,9
2024/11/02,700046,Abinash Chaowdhury Lane,12
2024/11/02,700047,Ganguly Bagan,8
2024/11/02,700053,Kalabagan,12
2024/11/02,700054,Bengal Chemical,21
2024/11/02,700061,Jairampur,10
2024/11/02,700066,Bidhangarh,9
2024/11/02,700068,Jodhpur Park,4
2024/11/02,700069,Great Eastern Hotel,18
2024/11/02,700073,Colootola,17
2024/11/02,700075,Garfa,10
2024/11/02,700078,Haltu,11
2024/11/02,700082,Haridevpur,11
2024/11/02,700085,K.G. Bose Sarani,11
2024/11/02,700086,Baghajatin,10
2024/11/02,700088,Brace Bridge,11
2024/11/02,700095,Golf Green,10
2024/11/02,700099,Kalikapur,12
2024/11/02,700107,E.K.T,13
2024/11/02,700141,Daulatpur,10
2024/11/02,700008,Barisha,13
2024/11/02,700010,Beleghata,12
2024/11/02,700012,Bowbazar,20
2024/11/02,700015,Entally,15
2024/11/02,700017,Kidderpore,12
2024/11/02,700018,Bartala,10
2024/11/02,700021,Fort William,20
2024/11/02,700024,Garden Reach,7
2024/11/02,700072,Hindustan Building,20
2024/11/02,700135,Rajarhat,13
2024/11/02,700136,New Town,25
2024/11/02,700023,Khiddirpore,11
2024/11/02,700091,Salt Lake Sector I,10
2024/11/02,700098,Bidhan Nagar,23
2024/11/02,700105,Kankurgachi,13
2024/11/02,700106,Phool Bagan,10
2024/11/02,700108,Shyambazar,10
2024/11/02,700109,Bagbazar,7
2024/11/03,700001,B.B.D. Bagh,14
2024/11/03,700007,Esplanade,17
2024/11/03,700013,Chittaranjan Avenue,19
2024/11/03,700014,Bhowanipore,9
2024/11/03,700016,Park Street,11
2024/11/03,700019,Ballygunge,11
2024/11/03,700020,A.J.C. Bose Road,9
2024/11/03,700022,Hastings,19
2024/11/03,700025,Bhawanipore,8
2024/11/03,700026,Kalighat,12
2024/11/03,700027,Alipore,16
2024/11/03,700029,Dover Lane,8
2024/11/03,700031,Dhakuria,12
2024/11/03,700032,Bijoygarh,7
2024/11/03,700033,Indrani Park,11
2024/11/03,700034,Behala,10
2024/11/03,700042,Kasba,8
2024/11/03,700044,Badartala,6
2024/11/03,700046,Abinash Chaowdhury Lane,8
2024/11/03,700047,Ganguly Bagan,8
2024/11/03,700053,Kalabagan,4
2024/11/03,700054,Bengal Chemical,13
2024/11/03,700061,Jairampur,14
2024/11/03,700066,Bidhangarh,9
2024/11/03,700068,Jodhpur Park,7
2024/11/03,700069,Great Eastern Hotel,18
2024/11/03,700073,Colootola,19
2024/11/03,700075,Garfa,9
2024/11/03,700078,Haltu,8
2024/11/03,700082,Haridevpur,4
2024/11/03,700085,K.G. Bose Sarani,11
2024/11/03,700086,Baghajatin,5
2024/11/03,700088,Brace Bridge,6
2024/11/03,700095,Golf Green,5
2024/11/03,700099,Kalikapur,8
2024/11/03,700107,E.K.T,5
2024/11/03,700141,Daulatpur,6
2024/11/03,700008,Barisha,11
2024/11/03,700010,Beleghata,10
2024/11/03,700012,Bowbazar,19
2024/11/03,700015,Entally,17
2024/11/03,700017,Kidderpore,10
2024/11/03,700018,Bartala,10
